TimeStep,Hubs_Top10%,Middle,Periphery_Bottom50%
46,0.5621418678186432,0.5637284145230793,0.5341561341511806
47,0.5623835710915406,0.5638269769723959,0.5346471510997397
48,0.5631521072198457,0.5633823676114765,0.5340125069525052
49,0.5632533836818433,0.5640026755392089,0.5344118058760573
50,0.5630964830464962,0.5640900495185963,0.5342841148733619
51,0.5634863274650755,0.5637626005772219,0.5344890708811917
52,0.5635707356488567,0.5641681163503006,0.5350939227488644
53,0.5640700396809609,0.5650431483330772,0.5352280127581314
54,0.564408488884977,0.5647791979319814,0.5343351637144395
55,0.5646219886648086,0.5646739956842439,0.5345310047383184
56,0.5650336473425653,0.5649358233517392,0.5344520229111878
57,0.5647657201932353,0.5650899062392603,0.5345180867536131
58,0.5650469208353293,0.5648415392038413,0.5340739935628029
59,0.565500439467043,0.5643714115566201,0.5347880753844491
60,0.5662231190314037,0.5641294221239262,0.5348157918902451
61,0.5669552133549619,0.563830666163003,0.5354047463566056
62,0.5675013859567926,0.5641309087526467,0.5356155211907399
63,0.5676971160830255,0.563882086447723,0.5360204132356294
64,0.5680816408672731,0.5636732645935734,0.5357014552667698
65,0.5680246278709467,0.5635249784958922,0.5353553722574698
66,0.5681439619494505,0.5637097896687421,0.5348467871894815
67,0.5679463241856048,0.5643202969251349,0.5348173626158729
68,0.5679504539773197,0.5642684870438578,0.5338174419824692
69,0.5683359906370914,0.5649249691283659,0.5344088117132753
70,0.5686465270362963,0.5642188135943739,0.5345742382219697
71,0.5689753007083465,0.564057576497104,0.5347102327893141
72,0.5691894833683716,0.56421011672202,0.5349123374528499
73,0.5694785119399289,0.5640836671761922,0.5348624954968081
74,0.5698928626987716,0.5643229241297145,0.5347972982652452
75,0.5699594756273817,0.5644380008255281,0.5349194005294016
76,0.5703252492303388,0.5639090318422423,0.5354452911268297
77,0.5707501508649416,0.5646170753489906,0.5356694241671515
78,0.5706991274677009,0.5641739934401321,0.5361040078635554
79,0.5708446704101451,0.5638865478350892,0.5359676456376848
80,0.5707336890998035,0.5636825312816931,0.5361130607717661
81,0.5704126196934901,0.564131772932044,0.535690150709726
82,0.5705236025180742,0.56412526483565,0.5353548420144946
83,0.5706605855763133,0.5641297929950172,0.535443139715365
84,0.5704684961162292,0.5642832687585863,0.5360171901394353
85,0.57083262918044,0.5642828288791004,0.5363379044404758
86,0.5704397955582837,0.5640601716844496,0.5360899678615069
87,0.5705384760860838,0.564550818796847,0.5363723299643103
88,0.5706238177548942,0.5645999063381335,0.5364554469511589
89,0.5707737102013142,0.5643463340600505,0.5362836222903234
90,0.570901723616683,0.564460120760988,0.5361554974707216
91,0.5704557098537236,0.5652347205368385,0.5364520465294974
92,0.5701988688256281,0.5655104050900294,0.5366442523499365
93,0.5698715641552422,0.5650858651665497,0.5360136077090754
94,0.5693804815965522,0.5653020887753468,0.5358001557965326
95,0.5697559451802648,0.5650194026155358,0.5364685953408832
96,0.5701868418675277,0.5652457549942479,0.5362363533052223
97,0.5702639971678328,0.565000376070406,0.5362133310160493
98,0.5699632414987876,0.5652706988325756,0.5362676111304029
99,0.5698114137081115,0.5654922512601146,0.5362110223472106
100,0.5696590164057522,0.5654248664781539,0.5363925919977922
101,0.5693456944774024,0.5652899677974773,0.5363837509394683
102,0.569428115470042,0.5656928071243861,0.53629137201233
103,0.5697269481842596,0.5651912449561227,0.5362076134155799
104,0.5695659136537211,0.5648743365661691,0.5359641853033118
105,0.5692853378830796,0.5646152791674202,0.535868454466373
106,0.5690781304800102,0.5648509339573626,0.5355024836427603
107,0.5693684960142831,0.5647393319541538,0.5354843814350694
108,0.5691392430100205,0.5643518803760944,0.5355850058562465
109,0.5692968474202457,0.5646441591630106,0.5357410057024297
110,0.5697080070861952,0.5648884289507606,0.536551998220817
111,0.569771911043528,0.5651634210879756,0.5368055170401018
112,0.5698521926872229,0.5655347013530467,0.5365954755444604
113,0.5698731891605123,0.5654370017099757,0.535912764581669
114,0.5698426837171088,0.5652491199140619,0.5364699041388535
115,0.5695649241045311,0.5648882196773418,0.5367207838839956
116,0.5696861241167062,0.5649841647869205,0.5369693488652539
117,0.569935496534235,0.5646978107756514,0.5371675545085937
118,0.5702316252376957,0.5643471114285673,0.5374851162095688
119,0.570401660290076,0.564184263524861,0.5369482432226474
120,0.5704886025002178,0.5645670223262974,0.5372623018539413
121,0.5703865958831458,0.5654970517608324,0.5372893304406051
122,0.5702845450478593,0.5654503848251544,0.537104035996635
123,0.5699285293146349,0.5652955654481556,0.5368818765875787
124,0.5700776742100019,0.5649693479959722,0.5373966435356773
125,0.5696617213408222,0.5647099699280933,0.537817692946409
126,0.5692835213512293,0.5648846603171618,0.5373845505220326
127,0.5687554077818056,0.5650403183468639,0.5372443287471553
128,0.5691416388211582,0.5647320900067728,0.5374828948367352
129,0.5694121540943241,0.56439961039198,0.5378627766439786
130,0.5688930843371544,0.564304485239507,0.5381842920060217
131,0.5688848474078992,0.5643606657509176,0.5380368387658812
132,0.5686213780467901,0.5643733153980266,0.5378032055411762
133,0.5687046987451602,0.5643653184223245,0.537871905127818
134,0.5683886866589891,0.564587038865285,0.5376211850982373
135,0.568006364276677,0.5644321402415151,0.5375129360410417
136,0.5677961691415561,0.5640499446818746,0.5375417523870718
137,0.5675930951839804,0.5638929959156838,0.5375428691976761
138,0.567544990852677,0.5638149305772616,0.5377315858773145
139,0.5676501169453273,0.5637155756170582,0.5374642608936038
140,0.5677918373186183,0.5638165290037895,0.5377580658027937
141,0.5678284877614984,0.5632614718402646,0.537679201051684
142,0.5676784631590787,0.5635418574883593,0.5377240145189838
143,0.5678497905726517,0.5633712565099325,0.5378277945867049
144,0.5679563609806172,0.5637315293517976,0.5381378519080479
145,0.5680855225474251,0.5636684584475785,0.537868768126914
146,0.5684345894201316,0.5638223319608157,0.5379581168535271
147,0.5683912001835849,0.5638192062269235,0.537897557019861
148,0.5685047052553502,0.5642363546870056,0.537936263753047
149,0.5680341077718052,0.5638430463000882,0.5381205196978456
150,0.568324924835057,0.5638318668435834,0.538090769126615
151,0.5687968335802147,0.5642157865713295,0.5381695641027073
152,0.568765827528181,0.5635397912914822,0.5382730515260665
153,0.5683338293966971,0.563620726315959,0.5388049391643718
154,0.5686991636677838,0.5632408456343482,0.5382050322808478
155,0.5689454399294885,0.5633043902979864,0.5378425110534585
