TimeStep,Hubs_Top10%,Middle,Periphery_Bottom50%
172,0.7520796345776871,0.7623232308856611,0.7660892374883139
173,0.7520796345729084,0.7623232308830005,0.766089237497456
174,0.7520796345686077,0.762323230880606,0.7660892375056838
175,0.7520796345647368,0.762323230878451,0.7660892375130888
176,0.7520796345612533,0.7623232308765114,0.7660892375197536
177,0.7520796345581179,0.7623232308747658,0.7660892375257516
178,0.7520796345552961,0.7623232308731949,0.7660892375311499
179,0.7520796345527565,0.762323230871781,0.7660892375360085
180,0.7520796345504709,0.7623232308705084,0.7660892375403812
181,0.7520796345484139,0.7623232308693632,0.7660892375443163
182,0.7520796345465625,0.7623232308683324,0.7660892375478583
183,0.7520796345448962,0.7623232308674047,0.766089237551046
184,0.7520796345433968,0.7623232308665698,0.7660892375539149
185,0.7520796345420471,0.7623232308658183,0.7660892375564968
186,0.7520796345408323,0.7623232308651422,0.7660892375588205
187,0.7520796345397391,0.7623232308645335,0.7660892375609119
188,0.7520796345387551,0.7623232308639856,0.7660892375627943
189,0.7520796345378697,0.7623232308634926,0.7660892375644882
190,0.7520796345370728,0.7623232308630491,0.766089237566013
191,0.7520796345363555,0.7623232308626496,0.7660892375673852
192,0.75207963453571,0.7623232308622903,0.7660892375686201
193,0.7520796345351289,0.762323230861967,0.7660892375697316
194,0.7520796345346061,0.7623232308616756,0.7660892375707318
195,0.7520796345341356,0.7623232308614136,0.7660892375716323
196,0.752079634533712,0.7623232308611778,0.7660892375724424
197,0.7520796345333308,0.7623232308609655,0.7660892375731717
198,0.7520796345329878,0.7623232308607746,0.7660892375738279
199,0.7520796345326791,0.7623232308606027,0.7660892375744188
